transaction_id,product_id,customer_id,Ano,Mês,Dia,pedido_online,status_pedido,marca,linha_produto,classe_produto,tamanho_produto,preco_lista,custo_padrao
85,84,2434,2017,fevereiro,13,true,Approved,Trek Bicycles,Road,medium,medium,29062,21514
86,1,1861,2017,julho,19,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
87,27,1233,2017,maio,23,false,Approved,Trek Bicycles,Standard,medium,medium,49953,38872
88,31,1390,2017,agosto,6,false,Approved,WeareA2B,Standard,medium,medium,75264,20536
89,0,2682,2017,abril,4,true,Approved,OHM Cycles,Road,high,large,1201,721
90,62,439,2017,agosto,15,true,Approved,Solex,Standard,medium,medium,47816,29872
91,17,1579,2017,abril,15,true,Approved,Solex,Standard,high,medium,102466,61480
92,73,2984,2017,julho,25,true,Approved,Solex,Standard,medium,medium,194543,33318
94,86,1,2017,dezembro,23,false,Approved,OHM Cycles,Standard,medium,medium,23563,12507
95,45,757,2017,fevereiro,26,false,Approved,Solex,Standard,medium,medium,44149,8499
96,1,1778,2017,fevereiro,21,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
97,80,211,2017,maio,31,true,Approved,OHM Cycles,Touring,low,medium,107307,93384
98,49,333,2017,junho,23,,Approved,Trek Bicycles,Road,medium,medium,53351,40013
99,95,32,2017,março,26,false,Approved,Giant Bicycles,Standard,medium,large,56956,52843
100,0,119,2017,julho,31,false,Approved,Solex,Standard,medium,medium,47816,29872
101,18,2347,2017,julho,27,false,Approved,Norco Bicycles,Standard,high,medium,114864,68918
102,4,2353,2017,abril,14,false,Approved,Giant Bicycles,Standard,high,medium,112913,67748
104,78,1468,2017,setembro,12,false,Approved,Giant Bicycles,Standard,medium,large,17653,70948
105,89,821,2017,outubro,26,false,Approved,WeareA2B,Touring,medium,large,136299,5774
106,70,2489,2017,fevereiro,15,false,Approved,Trek Bicycles,Standard,high,medium,49572,29743
107,79,2710,2017,dezembro,22,false,Approved,Norco Bicycles,Standard,medium,medium,155558,81801
108,26,947,2017,outubro,11,true,Approved,WeareA2B,Standard,medium,medium,199293,76263
109,39,1335,2017,março,27,true,Approved,Giant Bicycles,Standard,medium,large,181275,58248
110,36,1076,2017,novembro,4,false,Approved,Solex,Standard,low,medium,94504,50758
111,0,3320,2017,junho,11,true,Approved,OHM Cycles,Standard,low,medium,7116,5693
112,84,779,2017,outubro,9,false,Approved,Giant Bicycles,Road,medium,medium,7929,59468
113,98,3296,2017,junho,7,true,Approved,Trek Bicycles,Standard,high,medium,35839,21503
114,75,455,2017,outubro,24,true,Approved,Giant Bicycles,Touring,medium,large,187397,86395
115,76,1779,2017,maio,1,false,Approved,WeareA2B,Standard,low,medium,64231,51385
116,72,2703,2017,novembro,21,true,Approved,Norco Bicycles,Standard,medium,medium,3604,27030
119,64,1591,2017,fevereiro,20,false,Approved,Trek Bicycles,Standard,medium,large,146944,59655
120,0,678,2017,junho,16,false,Approved,Trek Bicycles,Standard,high,medium,49572,29743
121,25,50,2017,dezembro,4,false,Approved,Giant Bicycles,Road,medium,medium,153899,82965
122,24,1038,2017,dezembro,1,true,Approved,Solex,Road,medium,large,17778,82078
123,31,1453,2017,março,5,true,Approved,WeareA2B,Standard,medium,medium,75264,20536
124,98,1339,2017,março,21,false,Approved,OHM Cycles,Standard,medium,medium,79534,10158
125,22,3382,2017,janeiro,3,true,Approved,Solex,Standard,medium,medium,57527,43145
126,53,773,2017,abril,1,false,Approved,OHM Cycles,Standard,medium,medium,79534,10158
127,84,2503,2017,março,16,true,Approved,Trek Bicycles,Road,medium,medium,29062,21514
128,25,1057,2017,fevereiro,26,false,Approved,Giant Bicycles,Road,medium,medium,153899,82965
129,50,1397,2017,junho,5,false,Approved,WeareA2B,Standard,medium,small,17589,13192
130,44,2134,2017,setembro,4,false,Approved,WeareA2B,Standard,medium,medium,176964,10876
132,12,1937,2017,setembro,28,false,Approved,WeareA2B,Standard,medium,medium,123115,16160
133,93,1282,2017,setembro,2,true,Approved,WeareA2B,Standard,medium,medium,106503,23009
134,78,2183,2017,maio,9,false,Approved,Giant Bicycles,Standard,medium,large,17653,70948
135,84,1788,2017,outubro,17,false,Approved,Giant Bicycles,Road,medium,medium,7929,59468
136,65,1170,2017,abril,25,true,Approved,WeareA2B,Standard,medium,medium,180745,77869
137,0,431,2017,setembro,23,false,Approved,"","","","",194261,
138,29,1940,2017,agosto,2,false,Approved,WeareA2B,Standard,medium,medium,106503,23009
139,32,2073,2017,março,25,false,Cancelled,Giant Bicycles,Standard,high,medium,1179,70740
140,11,462,2017,janeiro,1,false,Approved,Giant Bicycles,Standard,high,medium,127493,76496
141,10,2728,2017,dezembro,22,false,Approved,Solex,Standard,medium,medium,194543,33318
142,46,2053,2017,dezembro,25,false,Approved,Solex,Standard,low,medium,128985,7451
144,92,1217,2017,dezembro,20,false,Approved,WeareA2B,Touring,medium,large,189039,26014
145,7,2992,2017,junho,7,true,Approved,Trek Bicycles,Road,low,medium,98037,23443
146,41,3261,2017,abril,6,true,Approved,Solex,Road,medium,medium,41698,31274
147,67,2748,2017,abril,25,true,Approved,Norco Bicycles,Road,medium,medium,54405,37684
149,89,788,2017,março,21,false,Approved,WeareA2B,Touring,medium,large,136299,5774
150,9,3067,2017,novembro,21,true,Approved,OHM Cycles,Road,medium,medium,74254,66740
151,31,701,2017,novembro,11,false,Approved,Giant Bicycles,Standard,medium,medium,23091,17318
153,37,3286,2017,agosto,19,true,Approved,OHM Cycles,Standard,low,medium,179343,24882
154,3,3383,2017,abril,6,true,Approved,Trek Bicycles,Standard,medium,large,209147,38892
155,56,982,2017,novembro,4,true,Approved,Norco Bicycles,Mountain,low,small,68863,61288
157,6,385,2017,setembro,15,true,Approved,Solex,Standard,high,medium,74817,44890
158,50,1229,2017,março,1,true,Approved,WeareA2B,Standard,medium,small,17589,13192
159,10,3232,2017,agosto,16,false,Approved,WeareA2B,Touring,medium,medium,146668,36325
160,0,3300,2017,agosto,27,false,Approved,"","","","",165686,
161,69,2381,2017,julho,10,false,Approved,Giant Bicycles,Road,medium,medium,7929,59468
162,78,371,2017,dezembro,11,false,Approved,Giant Bicycles,Standard,medium,large,17653,70948
163,80,2519,2017,maio,20,true,Approved,OHM Cycles,Touring,low,medium,107307,93384
164,17,2264,2017,julho,30,false,Approved,Solex,Standard,high,medium,102466,61480
165,3,2637,2017,outubro,25,true,Approved,Trek Bicycles,Standard,medium,large,209147,38892
166,78,3262,2017,novembro,27,false,Approved,Giant Bicycles,Standard,medium,large,17653,70948
167,90,3177,2017,abril,26,,Approved,Norco Bicycles,Standard,low,medium,36301,29041
168,87,2267,2017,fevereiro,2,false,Approved,Giant Bicycles,Standard,high,medium,1179,70740
169,97,456,2017,maio,2,false,Approved,Solex,Standard,medium,large,20262,15196
170,6,404,2017,outubro,16,,Approved,OHM Cycles,Standard,high,medium,22788,13673
171,100,3121,2017,outubro,22,false,Approved,Norco Bicycles,Road,medium,medium,103659,20635
172,55,2365,2017,abril,11,true,Approved,Trek Bicycles,Road,medium,large,189419,59876
173,100,2528,2017,novembro,16,false,Approved,Norco Bicycles,Road,medium,medium,103659,20635
174,10,3151,2017,dezembro,17,false,Approved,WeareA2B,Touring,medium,medium,146668,36325
175,25,3241,2017,dezembro,23,false,Approved,Giant Bicycles,Road,medium,medium,153899,82965
176,74,1335,2017,março,30,true,Approved,WeareA2B,Standard,medium,medium,122807,40091
177,90,2234,2017,abril,13,false,Approved,Norco Bicycles,Standard,low,medium,36301,29041
178,56,3226,2017,julho,25,true,Approved,OHM Cycles,Standard,medium,medium,18386,13790
179,62,1365,2017,janeiro,31,false,Approved,Solex,Standard,medium,medium,47816,29872
181,17,1002,2017,fevereiro,24,false,Approved,Solex,Standard,high,medium,102466,61480
183,46,2656,2017,janeiro,7,false,Approved,Solex,Standard,low,medium,128985,7451
185,91,1711,2017,novembro,19,false,Approved,WeareA2B,Standard,low,medium,64231,51385
186,17,2582,2017,novembro,8,true,Approved,Solex,Standard,high,medium,102466,61480
187,1,1005,2017,julho,24,true,Approved,Giant Bicycles,Touring,medium,large,187397,86395
188,3,1597,2017,janeiro,15,true,Approved,Trek Bicycles,Standard,medium,large,209147,38892
189,56,2713,2017,janeiro,12,true,Approved,OHM Cycles,Standard,medium,medium,18386,13790
190,37,1435,2017,novembro,27,true,Approved,OHM Cycles,Standard,low,medium,179343,24882
191,34,1477,2017,junho,30,true,Approved,Norco Bicycles,Road,high,large,77453,46472
192,0,1614,2017,julho,15,true,Approved,Giant Bicycles,Standard,medium,medium,23091,17318
193,12,1254,2017,junho,22,true,Approved,WeareA2B,Standard,medium,medium,123115,16160
194,25,1423,2017,maio,2,false,Approved,Giant Bicycles,Road,medium,medium,153899,82965
195,81,276,2017,dezembro,27,false,Approved,Norco Bicycles,Standard,medium,small,58645,52194
196,19,1315,2017,dezembro,21,true,Approved,OHM Cycles,Road,high,large,1201,721
197,45,591,2017,maio,23,true,Approved,Solex,Standard,medium,medium,44149,8499
198,74,1017,2017,fevereiro,2,false,Approved,WeareA2B,Standard,medium,medium,176296,95052
200,57,2889,2017,abril,15,true,Approved,WeareA2B,Touring,medium,large,189039,26014
201,0,3208,2017,setembro,5,true,Approved,Trek Bicycles,Road,medium,medium,53351,40013
202,23,2406,2017,fevereiro,26,true,Approved,Norco Bicycles,Mountain,low,small,68863,61288
203,67,2041,2017,julho,29,false,Approved,Norco Bicycles,Road,medium,medium,54405,37684
204,81,1598,2017,julho,3,true,Approved,Norco Bicycles,Standard,medium,small,58645,52194
205,58,1842,2017,maio,27,true,Approved,OHM Cycles,Standard,medium,medium,91252,14140
206,5,141,2017,maio,5,false,Approved,Giant Bicycles,Standard,high,medium,112913,67748
207,94,1321,2017,setembro,9,false,Approved,Giant Bicycles,Standard,medium,large,16353,99366
210,63,3356,2017,abril,12,true,Approved,Solex,Standard,medium,medium,14832,9959
211,40,766,2017,maio,7,true,Approved,OHM Cycles,Standard,high,medium,145817,87490
212,80,1596,2017,janeiro,13,false,Approved,Trek Bicycles,Standard,medium,large,146944,59655
213,82,520,2017,dezembro,14,false,Approved,Norco Bicycles,Standard,high,medium,114864,68918
214,46,868,2017,março,22,true,Approved,Solex,Standard,low,medium,128985,7451
215,78,2999,2017,setembro,30,false,Approved,Giant Bicycles,Standard,medium,large,17653,70948
216,72,352,2017,novembro,29,true,Approved,Norco Bicycles,Standard,medium,medium,3604,27030
217,75,1140,2017,junho,9,false,Approved,Giant Bicycles,Touring,medium,large,187397,86395
218,40,621,2017,abril,21,false,Approved,Trek Bicycles,Road,medium,large,189419,59876
219,2,3307,2017,novembro,13,false,Approved,Giant Bicycles,Road,low,small,59026,52533
220,10,1502,2017,abril,9,true,Approved,WeareA2B,Touring,medium,medium,146668,36325
221,35,936,2017,maio,8,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
223,2,2698,2017,novembro,30,false,Approved,Giant Bicycles,Road,low,small,59026,52533
224,69,579,2017,abril,25,true,Approved,Giant Bicycles,Road,medium,medium,7929,59468
225,54,2036,2017,março,30,true,Approved,WeareA2B,Standard,medium,medium,129284,1344
227,86,369,2017,março,16,true,Approved,OHM Cycles,Standard,medium,medium,23563,12507
228,13,821,2017,abril,4,true,Approved,Solex,Standard,medium,medium,116389,58927
229,19,2687,2017,março,13,true,Approved,Trek Bicycles,Mountain,low,medium,57464,45971
230,86,681,2017,dezembro,23,true,Approved,OHM Cycles,Standard,medium,medium,23563,12507
231,46,37,2017,agosto,12,true,Approved,OHM Cycles,Standard,low,medium,179343,24882
232,30,3002,2017,agosto,4,false,Approved,Solex,Standard,high,medium,74817,44890
233,92,396,2017,setembro,1,false,Approved,WeareA2B,Touring,medium,large,189039,26014
235,77,1605,2017,julho,2,false,Approved,Norco Bicycles,Road,medium,large,124031,79510
237,23,1420,2017,março,11,true,Approved,Norco Bicycles,Mountain,low,small,68863,61288
238,12,3099,2017,outubro,8,false,Approved,WeareA2B,Standard,medium,medium,123115,16160
239,61,1645,2017,outubro,1,true,Approved,OHM Cycles,Standard,low,medium,7116,5693
240,21,546,2017,novembro,23,false,Approved,Solex,Standard,medium,large,107123,38074
241,86,2885,2017,março,27,true,Approved,OHM Cycles,Standard,medium,medium,23563,12507
242,57,2740,2017,dezembro,4,false,Approved,WeareA2B,Touring,medium,large,189039,26014
243,63,3166,2017,novembro,13,true,Approved,Solex,Standard,medium,medium,14832,9959
244,63,3487,2017,dezembro,20,true,Approved,WeareA2B,Standard,medium,medium,199293,76263
246,98,3370,2017,janeiro,22,false,Approved,OHM Cycles,Standard,medium,medium,79534,10158
247,15,3393,2017,janeiro,29,true,Approved,Norco Bicycles,Standard,low,medium,95874,74890
248,57,2410,2017,julho,21,false,Approved,WeareA2B,Touring,medium,large,189039,26014
249,61,3466,2017,fevereiro,10,true,Approved,OHM Cycles,Standard,low,medium,7116,5693
250,48,1454,2017,novembro,25,false,Cancelled,WeareA2B,Standard,medium,medium,176296,95052
251,63,1967,2017,abril,11,,Approved,Solex,Standard,medium,medium,14832,9959
252,78,3089,2017,dezembro,3,false,Approved,Giant Bicycles,Standard,medium,large,17653,70948
253,2,3123,2017,dezembro,30,false,Approved,Giant Bicycles,Road,low,small,59026,52533
254,67,2692,2017,julho,26,false,Approved,Solex,Standard,medium,large,107123,38074
255,67,2801,2017,abril,1,true,Cancelled,Norco Bicycles,Road,medium,medium,54405,37684
256,13,1580,2017,outubro,22,true,Approved,Solex,Standard,medium,medium,157753,82651
257,65,352,2017,março,22,false,Approved,WeareA2B,Standard,medium,medium,180745,77869
258,49,1777,2017,junho,15,true,Approved,Trek Bicycles,Road,medium,medium,53351,40013
259,87,142,2017,julho,6,true,Approved,Giant Bicycles,Standard,high,medium,1179,70740
260,31,3393,2017,dezembro,28,false,Approved,Giant Bicycles,Standard,medium,medium,23091,17318
261,17,599,2017,maio,9,false,Approved,Solex,Standard,high,medium,102466,61480
262,91,1258,2017,janeiro,18,false,Approved,Solex,Standard,medium,medium,10035,7526
263,53,3405,2017,outubro,22,true,Approved,OHM Cycles,Standard,medium,medium,79534,10158
264,38,3198,2017,janeiro,30,false,Approved,Solex,Standard,medium,medium,157753,82651
266,44,3467,2017,novembro,7,true,Approved,WeareA2B,Standard,medium,medium,176964,10876
267,69,3436,2017,agosto,13,true,Approved,Giant Bicycles,Road,medium,medium,7929,59468
268,68,1516,2017,agosto,27,false,Approved,OHM Cycles,Standard,medium,medium,16369,4471
269,11,2833,2017,janeiro,25,true,Approved,Giant Bicycles,Standard,high,medium,127493,76496
270,2,2362,2017,fevereiro,13,false,Approved,Solex,Standard,medium,medium,7149,5362
271,27,2337,2017,julho,11,false,Approved,Trek Bicycles,Standard,medium,medium,49953,38872
272,0,2149,2017,abril,30,true,Approved,Trek Bicycles,Standard,high,medium,35839,21503
273,81,2133,2017,maio,19,false,Approved,Solex,Standard,medium,medium,115196,64949
274,6,360,2017,maio,26,true,Approved,OHM Cycles,Standard,high,medium,22788,13673
275,76,2969,2017,fevereiro,3,true,Approved,WeareA2B,Standard,low,medium,64231,51385
276,18,1720,2017,abril,28,false,Approved,Solex,Standard,medium,medium,57527,43145
277,18,2904,2017,março,23,false,Approved,Norco Bicycles,Standard,high,medium,114864,68918
278,9,754,2017,junho,3,false,Approved,OHM Cycles,Road,medium,medium,74254,66740
279,35,1826,2017,abril,25,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
280,93,2487,2017,abril,8,false,Approved,WeareA2B,Standard,medium,medium,106503,23009
281,40,2815,2017,fevereiro,18,false,Approved,OHM Cycles,Standard,high,medium,145817,87490
282,1,541,2017,maio,4,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
284,44,2024,2017,outubro,3,true,Approved,WeareA2B,Standard,medium,medium,176964,10876
285,48,142,2017,julho,27,true,Approved,WeareA2B,Standard,medium,medium,176296,95052
286,56,768,2017,agosto,7,true,Approved,OHM Cycles,Standard,medium,medium,18386,13790
287,36,2147,2017,fevereiro,7,true,Approved,Solex,Standard,low,medium,128985,7451
288,36,529,2017,novembro,20,true,Approved,Solex,Standard,low,medium,94504,50758
289,13,825,2017,fevereiro,23,false,Approved,Solex,Standard,medium,medium,116389,58927
290,55,624,2017,abril,5,true,Approved,Trek Bicycles,Road,medium,large,189419,59876
291,38,2302,2017,novembro,7,false,Approved,Solex,Standard,medium,medium,157753,82651
293,0,314,2017,novembro,19,false,Approved,OHM Cycles,Standard,high,medium,22788,13673
294,79,1079,2017,agosto,25,true,Approved,Norco Bicycles,Standard,medium,medium,155558,81801
295,11,1643,2017,janeiro,20,true,Approved,Giant Bicycles,Standard,high,medium,127493,76496
296,91,1524,2017,março,14,true,Approved,Solex,Standard,medium,medium,10035,7526
297,18,3205,2017,abril,14,true,Approved,Solex,Standard,medium,medium,57527,43145
298,17,2860,2017,novembro,20,true,Approved,Solex,Standard,high,medium,102466,61480
299,13,772,2017,maio,24,false,Approved,Solex,Standard,medium,medium,116389,58927
300,4,323,2017,março,25,true,Approved,Giant Bicycles,Standard,high,medium,112913,67748
301,78,2530,2017,março,24,,Approved,Giant Bicycles,Standard,medium,large,17653,70948
303,48,1883,2017,novembro,18,false,Approved,WeareA2B,Standard,medium,medium,176296,95052
304,12,2745,2017,abril,7,false,Approved,WeareA2B,Standard,medium,medium,123115,16160
305,77,2819,2017,janeiro,4,false,Approved,Norco Bicycles,Road,medium,large,124031,79510
307,35,923,2017,abril,20,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
308,7,3353,2017,julho,21,false,Approved,Trek Bicycles,Road,low,medium,98037,23443
309,68,3394,2017,novembro,27,false,Approved,OHM Cycles,Standard,medium,medium,16369,4471
310,75,3213,2017,outubro,21,false,Approved,Giant Bicycles,Touring,medium,large,187397,86395
311,77,3260,2017,março,7,false,Approved,WeareA2B,Standard,medium,medium,176964,10876
312,1,1015,2017,dezembro,4,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
313,81,2266,2017,janeiro,25,false,Approved,Solex,Standard,medium,medium,115196,64949
314,6,58,2017,agosto,20,true,Approved,OHM Cycles,Standard,high,medium,22788,13673
315,40,3118,2017,dezembro,18,true,Approved,Trek Bicycles,Road,medium,large,189419,59876
316,62,1414,2017,agosto,1,false,Approved,Solex,Standard,medium,medium,47816,29872
317,90,2202,2017,junho,19,true,Approved,Norco Bicycles,Standard,low,medium,36301,29041
318,32,2144,2017,maio,31,true,Approved,Giant Bicycles,Standard,medium,medium,6427,21137
319,65,1033,2017,outubro,9,true,Approved,WeareA2B,Standard,medium,medium,180745,77869
320,15,2157,2017,junho,20,true,Approved,Norco Bicycles,Standard,low,medium,95874,74890
321,36,1097,2017,janeiro,23,false,Approved,Solex,Standard,low,medium,94504,50758
322,12,2757,2017,abril,19,false,Approved,WeareA2B,Standard,medium,medium,123115,16160
323,67,87,2017,novembro,8,true,Approved,Norco Bicycles,Road,medium,medium,54405,37684
324,87,2049,2017,outubro,11,false,Approved,OHM Cycles,Standard,medium,medium,16369,4471
325,62,952,2017,novembro,14,true,Approved,Solex,Standard,medium,medium,47816,29872
326,55,1745,2017,janeiro,20,false,Approved,Trek Bicycles,Road,medium,large,189419,59876
327,1,40,2017,maio,9,true,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
328,98,372,2017,outubro,17,true,Approved,Trek Bicycles,Standard,high,medium,35839,21503
329,79,1627,2017,agosto,11,true,Approved,Norco Bicycles,Standard,medium,medium,155558,81801
330,1,444,2017,novembro,15,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
331,61,217,2017,maio,23,false,Approved,Norco Bicycles,Standard,medium,small,58645,52194
333,58,485,2017,dezembro,16,true,Approved,OHM Cycles,Road,medium,medium,128028,82951
334,86,2252,2017,fevereiro,21,false,Approved,Norco Bicycles,Road,high,large,77453,46472
335,95,3103,2017,novembro,1,false,Approved,Giant Bicycles,Standard,medium,large,56956,52843
336,55,506,2017,outubro,5,true,Approved,Trek Bicycles,Road,medium,large,189419,59876
337,82,1615,2017,outubro,30,,Approved,Norco Bicycles,Standard,high,medium,114864,68918
338,32,1881,2017,janeiro,2,true,Approved,Giant Bicycles,Standard,medium,medium,6427,21137
339,65,2903,2017,dezembro,4,true,Approved,WeareA2B,Standard,medium,medium,180745,77869
340,49,1274,2017,dezembro,16,false,Approved,Trek Bicycles,Road,medium,medium,53351,40013
341,1,1443,2017,agosto,27,false,Approved,Giant Bicycles,Standard,medium,medium,14035,95482
342,24,2091,2017,março,14,false,Approved,Solex,Road,medium,large,17778,82078
343,61,1478,2017,março,11,,Approved,Norco Bicycles,Standard,medium,small,58645,52194
345,84,1614,2017,março,21,false,Approved,Giant Bicycles,Road,medium,medium,7929,59468
346,48,476,2017,julho,19,false,Approved,WeareA2B,Standard,medium,medium,176296,95052
348,40,940,2017,agosto,11,false,Approved,OHM Cycles,Standard,high,medium,145817,87490
349,100,2930,2017,outubro,20,true,Approved,Norco Bicycles,Road,medium,medium,103659,20635
350,27,2354,2017,outubro,26,true,Approved,Trek Bicycles,Standard,medium,medium,49953,38872
